Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2014-01-03,7:51 AM,-1°F,-5°F,83°%,SSW,3°mph,0°mph,29.81°in,0.0°in,Fair
2014-01-03,8:51 AM,-2°F,-7°F,79°%,SSW,6°mph,0°mph,29.82°in,0.0°in,Fair
2014-01-03,9:51 AM,0°F,-5°F,79°%,SSW,6°mph,0°mph,29.82°in,0.0°in,Fair
2014-01-03,10:51 AM,6°F,-3°F,67°%,SSW,9°mph,0°mph,29.80°in,0.0°in,Partly Cloudy
2014-01-03,11:51 AM,10°F,-2°F,58°%,SSW,13°mph,21°mph,29.79°in,0.0°in,Mostly Cloudy
2014-01-03,12:51 PM,13°F,-1°F,54°%,S,12°mph,0°mph,29.72°in,0.0°in,Mostly Cloudy
2014-01-03,1:51 PM,14°F,1°F,56°%,S,13°mph,0°mph,29.69°in,0.0°in,Mostly Cloudy
2014-01-03,2:51 PM,15°F,4°F,61°%,S,13°mph,21°mph,29.64°in,0.0°in,Mostly Cloudy
2014-01-03,3:51 PM,16°F,6°F,65°%,S,12°mph,21°mph,29.61°in,0.0°in,Cloudy
2014-01-03,4:51 PM,16°F,6°F,65°%,S,18°mph,29°mph,29.57°in,0.0°in,Mostly Cloudy
2014-01-03,5:51 PM,16°F,7°F,68°%,S,14°mph,24°mph,29.54°in,0.0°in,Mostly Cloudy
2014-01-03,6:51 PM,17°F,7°F,65°%,S,14°mph,24°mph,29.52°in,0.0°in,Mostly Cloudy
2014-01-03,7:51 PM,17°F,8°F,68°%,S,18°mph,26°mph,29.49°in,0.0°in,Mostly Cloudy
2014-01-03,8:51 PM,17°F,9°F,71°%,S,16°mph,29°mph,29.46°in,0.0°in,Fair
2014-01-03,9:51 PM,18°F,10°F,71°%,S,18°mph,31°mph,29.40°in,0.0°in,Mostly Cloudy
2014-01-03,10:51 PM,19°F,11°F,71°%,S,20°mph,29°mph,29.36°in,0.0°in,Mostly Cloudy
2014-01-03,11:51 PM,20°F,11°F,68°%,S,22°mph,32°mph,29.34°in,0.0°in,Partly Cloudy / Windy
2014-01-04,12:51 AM,20°F,12°F,71°%,S,24°mph,35°mph,29.31°in,0.0°in,Fair / Windy
2014-01-04,1:51 AM,20°F,12°F,71°%,SSW,20°mph,31°mph,29.31°in,0.0°in,Fair
2014-01-04,2:51 AM,20°F,12°F,71°%,S,17°mph,26°mph,29.29°in,0.0°in,Fair
2014-01-04,3:51 AM,21°F,12°F,68°%,S,22°mph,32°mph,29.28°in,0.0°in,Fair / Windy
2014-01-04,4:51 AM,22°F,13°F,68°%,SSW,18°mph,29°mph,29.25°in,0.0°in,Fair
2014-01-04,5:51 AM,22°F,13°F,68°%,SSW,18°mph,28°mph,29.24°in,0.0°in,Fair
2014-01-04,6:51 AM,22°F,13°F,68°%,SSW,18°mph,0°mph,29.23°in,0.0°in,Fair
2014-01-04,7:51 AM,23°F,14°F,68°%,SSW,17°mph,25°mph,29.22°in,0.0°in,Partly Cloudy
2014-01-04,8:51 AM,24°F,14°F,65°%,SSW,16°mph,0°mph,29.23°in,0.0°in,Mostly Cloudy
2014-01-04,9:51 AM,25°F,16°F,69°%,SSW,16°mph,24°mph,29.26°in,0.0°in,Mostly Cloudy
2014-01-04,10:51 AM,29°F,18°F,64°%,SSW,21°mph,31°mph,29.25°in,0.0°in,Mostly Cloudy / Windy
2014-01-04,11:51 AM,30°F,19°F,64°%,SW,18°mph,26°mph,29.25°in,0.0°in,Cloudy
2014-01-04,12:51 PM,31°F,20°F,64°%,SW,15°mph,26°mph,29.23°in,0.0°in,Cloudy
2014-01-04,1:21 PM,30°F,21°F,69°%,SSW,14°mph,24°mph,29.19°in,0.0°in,Cloudy
2014-01-04,1:51 PM,32°F,22°F,66°%,SSW,14°mph,24°mph,29.23°in,0.0°in,Cloudy
2014-01-04,2:51 PM,33°F,23°F,66°%,SW,13°mph,0°mph,29.24°in,0.0°in,Cloudy
2014-01-04,3:51 PM,32°F,24°F,73°%,SW,12°mph,0°mph,29.25°in,0.0°in,Cloudy
2014-01-04,4:26 PM,32°F,27°F,80°%,SW,12°mph,0°mph,29.24°in,0.0°in,Cloudy
2014-01-04,4:51 PM,31°F,27°F,85°%,SW,7°mph,0°mph,29.30°in,0.0°in,Cloudy
2014-01-04,5:37 PM,30°F,28°F,93°%,SW,8°mph,0°mph,29.27°in,0.0°in,Cloudy
2014-01-04,5:41 PM,30°F,28°F,93°%,SSW,8°mph,0°mph,29.27°in,0.0°in,Cloudy
2014-01-04,5:51 PM,30°F,28°F,92°%,SW,8°mph,0°mph,29.31°in,0.0°in,Cloudy
2014-01-04,6:14 PM,30°F,28°F,93°%,SSW,7°mph,0°mph,29.27°in,0.0°in,Cloudy
2014-01-04,6:17 PM,30°F,28°F,93°%,SSW,7°mph,0°mph,29.27°in,0.0°in,Cloudy
2014-01-04,6:33 PM,30°F,28°F,93°%,SSW,7°mph,0°mph,29.27°in,0.0°in,Cloudy
2014-01-04,6:51 PM,30°F,29°F,96°%,SSW,9°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-01-04,7:00 PM,30°F,28°F,93°%,SSW,8°mph,0°mph,29.27°in,0.0°in,Cloudy
2014-01-04,7:51 PM,31°F,29°F,92°%,SW,5°mph,0°mph,29.33°in,0.0°in,Cloudy
2014-01-04,8:25 PM,30°F,30°F,100°%,SW,3°mph,0°mph,29.29°in,0.0°in,Cloudy
2014-01-04,8:40 PM,30°F,28°F,93°%,SW,3°mph,0°mph,29.29°in,0.0°in,Cloudy
2014-01-04,8:51 PM,31°F,30°F,96°%,SW,3°mph,0°mph,29.34°in,0.0°in,Cloudy
2014-01-04,9:20 PM,30°F,30°F,100°%,SSW,3°mph,0°mph,29.30°in,0.0°in,Cloudy
2014-01-04,9:51 PM,31°F,30°F,96°%,S,6°mph,0°mph,29.34°in,0.0°in,Cloudy
2014-01-04,10:07 PM,30°F,30°F,100°%,S,5°mph,0°mph,29.30°in,0.0°in,Cloudy
2014-01-04,10:35 PM,30°F,30°F,100°%,S,6°mph,0°mph,29.31°in,0.0°in,Cloudy
2014-01-04,10:51 PM,30°F,30°F,100°%,SW,3°mph,0°mph,29.31°in,0.0°in,Cloudy
2014-01-04,10:59 PM,30°F,30°F,100°%,CALM,0°mph,0°mph,29.31°in,0.0°in,Cloudy
2014-01-04,11:37 PM,30°F,30°F,100°%,CALM,0°mph,0°mph,29.31°in,0.0°in,Cloudy
2014-01-04,11:51 PM,31°F,29°F,92°%,CALM,0°mph,0°mph,29.35°in,0.0°in,Cloudy
2014-01-04,12:37 AM,30°F,28°F,93°%,NNW,5°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-01-05,12:51 AM,31°F,29°F,92°%,N,5°mph,0°mph,29.35°in,0.0°in,Cloudy
2014-01-05,1:01 AM,30°F,28°F,93°%,N,7°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-01-05,1:24 AM,30°F,28°F,93°%,N,7°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-01-05,1:43 AM,30°F,28°F,93°%,N,10°mph,20°mph,29.32°in,0.0°in,Cloudy
2014-01-05,1:51 AM,29°F,27°F,92°%,NNE,16°mph,22°mph,29.36°in,0.0°in,Cloudy
2014-01-05,2:03 AM,28°F,27°F,93°%,N,13°mph,0°mph,29.33°in,0.0°in,Cloudy
2014-01-05,2:44 AM,27°F,25°F,93°%,N,17°mph,0°mph,29.34°in,0.0°in,Cloudy
2014-01-05,2:51 AM,26°F,24°F,92°%,N,12°mph,0°mph,29.37°in,0.0°in,Cloudy
2014-01-05,3:11 AM,27°F,25°F,93°%,N,14°mph,0°mph,29.34°in,0.0°in,Cloudy
2014-01-05,3:21 AM,27°F,23°F,86°%,N,15°mph,22°mph,29.35°in,0.0°in,Cloudy
2014-01-05,3:51 AM,25°F,22°F,88°%,N,13°mph,22°mph,29.38°in,0.0°in,Cloudy
2014-01-05,4:51 AM,24°F,21°F,88°%,N,15°mph,0°mph,29.38°in,0.0°in,Cloudy
2014-01-05,5:16 AM,25°F,21°F,86°%,N,14°mph,22°mph,29.34°in,0.0°in,Cloudy
2014-01-05,5:31 AM,25°F,21°F,86°%,N,13°mph,0°mph,29.34°in,0.0°in,Cloudy
2014-01-05,5:51 AM,24°F,21°F,88°%,N,13°mph,23°mph,29.38°in,0.0°in,Cloudy
2014-01-05,6:12 AM,25°F,19°F,80°%,N,15°mph,0°mph,29.33°in,0.0°in,Cloudy
2014-01-05,6:51 AM,23°F,20°F,88°%,N,15°mph,25°mph,29.37°in,0.0°in,Cloudy
2014-01-05,7:51 AM,23°F,20°F,88°%,N,17°mph,30°mph,29.37°in,0.0°in,Cloudy
2014-01-05,8:14 AM,23°F,19°F,86°%,N,20°mph,26°mph,29.32°in,0.0°in,Cloudy
2014-01-05,8:51 AM,23°F,20°F,88°%,N,16°mph,25°mph,29.37°in,0.0°in,Cloudy
2014-01-05,9:37 AM,21°F,18°F,86°%,NNW,15°mph,0°mph,29.34°in,0.0°in,Cloudy
2014-01-05,9:51 AM,21°F,18°F,88°%,N,15°mph,0°mph,29.37°in,0.0°in,Cloudy
2014-01-05,10:11 AM,19°F,18°F,93°%,NNW,17°mph,23°mph,29.32°in,0.0°in,Cloudy
2014-01-05,10:23 AM,19°F,18°F,93°%,NNW,18°mph,0°mph,29.33°in,0.0°in,Cloudy
2014-01-05,10:51 AM,20°F,16°F,85°%,N,21°mph,25°mph,29.36°in,0.0°in,Cloudy / Windy
2014-01-05,11:17 AM,19°F,16°F,86°%,N,16°mph,0°mph,29.33°in,0.0°in,Cloudy
2014-01-05,11:51 AM,19°F,16°F,88°%,N,22°mph,0°mph,29.35°in,0.0°in,Cloudy / Windy
2014-01-05,12:09 PM,19°F,16°F,86°%,N,22°mph,29°mph,29.30°in,0.0°in,Cloudy / Windy
2014-01-05,12:51 PM,19°F,15°F,85°%,N,22°mph,28°mph,29.31°in,0.0°in,Cloudy / Windy
2014-01-05,1:51 PM,18°F,13°F,81°%,N,22°mph,30°mph,29.28°in,0.0°in,Cloudy / Windy
2014-01-05,2:51 PM,16°F,12°F,84°%,N,25°mph,31°mph,29.28°in,0.0°in,Cloudy / Windy
2014-01-05,3:34 PM,16°F,12°F,86°%,NNW,21°mph,29°mph,29.24°in,0.0°in,Cloudy / Windy
2014-01-05,3:51 PM,15°F,11°F,84°%,N,23°mph,31°mph,29.27°in,0.0°in,Cloudy / Windy
2014-01-05,4:25 PM,14°F,10°F,86°%,NNW,17°mph,30°mph,29.24°in,0.0°in,Cloudy
2014-01-05,4:45 PM,14°F,10°F,86°%,NNW,24°mph,31°mph,29.24°in,0.0°in,Cloudy / Windy
2014-01-05,4:51 PM,14°F,10°F,84°%,NNW,21°mph,31°mph,29.29°in,0.0°in,Cloudy / Windy
2014-01-05,5:51 PM,12°F,8°F,84°%,NNW,25°mph,0°mph,29.32°in,0.0°in,Cloudy / Windy
2014-01-05,6:51 PM,10°F,6°F,84°%,NNW,14°mph,31°mph,29.33°in,0.0°in,Cloudy
2014-01-05,7:51 PM,7°F,2°F,80°%,NNW,26°mph,36°mph,29.36°in,0.0°in,Cloudy / Windy
2014-01-05,8:51 PM,5°F,0°F,80°%,NW,23°mph,30°mph,29.38°in,0.0°in,Cloudy / Windy
2014-01-05,9:25 PM,5°F,-4°F,66°%,NW,24°mph,29°mph,29.32°in,0.0°in,Cloudy / Windy
2014-01-05,9:42 PM,5°F,-6°F,61°%,NW,26°mph,33°mph,29.33°in,0.0°in,Cloudy / Windy
2014-01-05,9:51 PM,4°F,-4°F,70°%,WNW,18°mph,23°mph,29.39°in,0.0°in,Cloudy
2014-01-05,9:55 PM,3°F,-4°F,72°%,NW,18°mph,26°mph,29.33°in,0.0°in,Cloudy
2014-01-05,10:05 PM,3°F,-8°F,61°%,WNW,22°mph,33°mph,29.33°in,0.0°in,Cloudy / Windy
2014-01-05,10:51 PM,2°F,-10°F,58°%,NW,21°mph,32°mph,29.40°in,0.0°in,Cloudy / Windy
2014-01-05,11:51 PM,1°F,-11°F,57°%,WNW,16°mph,33°mph,29.41°in,0.0°in,Cloudy
2014-01-06,12:51 AM,0°F,-11°F,60°%,NW,14°mph,26°mph,29.42°in,0.0°in,Cloudy
2014-01-06,1:51 AM,-3°F,-14°F,59°%,WNW,22°mph,36°mph,29.45°in,0.0°in,Mostly Cloudy / Windy
2014-01-06,2:51 AM,-5°F,-16°F,59°%,WNW,17°mph,26°mph,29.47°in,0.0°in,Mostly Cloudy
2014-01-06,3:51 AM,-6°F,-15°F,65°%,WNW,16°mph,28°mph,29.50°in,0.0°in,Mostly Cloudy
2014-01-06,4:04 AM,-8°F,-17°F,65°%,WNW,18°mph,28°mph,29.42°in,0.0°in,Mostly Cloudy
2014-01-06,4:51 AM,-9°F,-17°F,68°%,W,16°mph,28°mph,29.52°in,0.0°in,Partly Cloudy
2014-01-06,5:51 AM,-11°F,-19°F,68°%,W,16°mph,22°mph,29.53°in,0.0°in,Fair
2014-01-06,6:51 AM,-12°F,-21°F,64°%,W,20°mph,25°mph,29.56°in,0.0°in,Fair
2014-01-06,7:51 AM,-14°F,-22°F,68°%,W,16°mph,0°mph,29.58°in,0.0°in,Fair
2014-01-06,8:51 AM,-14°F,-23°F,64°%,W,14°mph,26°mph,29.60°in,0.0°in,Fair
2014-01-06,9:51 AM,-14°F,-23°F,64°%,W,16°mph,26°mph,29.62°in,0.0°in,Fair
2014-01-06,10:51 AM,-14°F,-24°F,61°%,W,21°mph,26°mph,29.62°in,0.0°in,Fair / Windy
2014-01-06,11:51 AM,-14°F,-24°F,61°%,W,18°mph,29°mph,29.62°in,0.0°in,Fair
2014-01-06,12:42 PM,-13°F,-24°F,59°%,W,20°mph,29°mph,29.52°in,0.0°in,Mostly Cloudy
2014-01-06,12:51 PM,-14°F,-24°F,61°%,W,20°mph,28°mph,29.61°in,0.0°in,Mostly Cloudy
2014-01-06,1:51 PM,-13°F,-22°F,64°%,W,21°mph,25°mph,29.61°in,0.0°in,Mostly Cloudy / Windy
2014-01-06,2:51 PM,-12°F,-22°F,61°%,W,17°mph,28°mph,29.62°in,0.0°in,Mostly Cloudy
2014-01-06,3:51 PM,-12°F,-21°F,64°%,W,22°mph,28°mph,29.64°in,0.0°in,Mostly Cloudy / Windy
2014-01-06,4:51 PM,-12°F,-21°F,64°%,W,20°mph,28°mph,29.66°in,0.0°in,Mostly Cloudy
2014-01-06,5:51 PM,-12°F,-20°F,67°%,W,20°mph,30°mph,29.66°in,0.0°in,Mostly Cloudy
2014-01-06,6:25 PM,-11°F,-20°F,64°%,W,18°mph,32°mph,29.57°in,0.0°in,Partly Cloudy
2014-01-06,6:51 PM,-11°F,-19°F,68°%,W,16°mph,28°mph,29.67°in,0.0°in,Fair
2014-01-06,7:51 PM,-11°F,-19°F,68°%,WSW,17°mph,22°mph,29.69°in,0.0°in,Fair
2014-01-06,8:51 PM,-10°F,-19°F,65°%,W,21°mph,28°mph,29.69°in,0.0°in,Fair / Windy
2014-01-06,9:51 PM,-10°F,-19°F,65°%,W,20°mph,25°mph,29.68°in,0.0°in,Fair
2014-01-06,10:51 PM,-9°F,-18°F,65°%,W,17°mph,26°mph,29.67°in,0.0°in,Fair
2014-01-06,11:51 PM,-10°F,-18°F,68°%,W,14°mph,21°mph,29.67°in,0.0°in,Fair
2014-01-07,12:51 AM,-10°F,-17°F,71°%,W,15°mph,20°mph,29.67°in,0.0°in,Fair
2014-01-07,1:51 AM,-9°F,-17°F,68°%,W,15°mph,0°mph,29.67°in,0.0°in,Fair
2014-01-07,2:51 AM,-9°F,-17°F,68°%,W,15°mph,0°mph,29.68°in,0.0°in,Fair
2014-01-07,3:51 AM,-9°F,-17°F,68°%,W,13°mph,0°mph,29.69°in,0.0°in,Fair
2014-01-07,4:51 AM,-9°F,-17°F,68°%,W,10°mph,21°mph,29.68°in,0.0°in,Fair
