Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2022-01-02,11:53 AM,24°F,17°F,75°%,NNW,13°mph,0°mph,29.48°in,0.0°in,Light Snow
2022-01-02,12:24 PM,25°F,18°F,75°%,NW,13°mph,0°mph,29.48°in,0.0°in,Light Snow
2022-01-02,12:53 PM,26°F,18°F,71°%,NW,14°mph,0°mph,29.47°in,0.0°in,Light Snow
2022-01-02,1:14 PM,27°F,18°F,69°%,NNW,12°mph,0°mph,29.47°in,0.0°in,Mostly Cloudy
2022-01-02,1:53 PM,28°F,18°F,66°%,N,9°mph,0°mph,29.48°in,0.0°in,Mostly Cloudy
2022-01-02,2:53 PM,29°F,18°F,64°%,NW,8°mph,0°mph,29.50°in,0.0°in,Partly Cloudy
2022-01-02,3:53 PM,29°F,18°F,64°%,NW,9°mph,0°mph,29.53°in,0.0°in,Fair
2022-01-02,4:53 PM,28°F,17°F,63°%,NW,7°mph,0°mph,29.55°in,0.0°in,Fair
2022-01-02,5:53 PM,27°F,17°F,66°%,NNW,7°mph,0°mph,29.56°in,0.0°in,Fair
2022-01-02,6:53 PM,26°F,16°F,66°%,NW,7°mph,0°mph,29.57°in,0.0°in,Fair
2022-01-02,7:53 PM,24°F,15°F,69°%,NW,8°mph,0°mph,29.60°in,0.0°in,Fair
2022-01-02,8:53 PM,22°F,13°F,68°%,NW,12°mph,0°mph,29.61°in,0.0°in,Fair
2022-01-02,9:53 PM,20°F,12°F,71°%,WNW,7°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-02,10:53 PM,18°F,10°F,71°%,WNW,7°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-02,11:53 PM,17°F,9°F,71°%,WNW,7°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-02,12:53 AM,16°F,8°F,71°%,WNW,8°mph,0°mph,29.63°in,0.0°in,Fair
2022-01-03,1:53 AM,15°F,7°F,70°%,NW,7°mph,0°mph,29.63°in,0.0°in,Fair
2022-01-03,2:53 AM,14°F,6°F,71°%,WNW,6°mph,0°mph,29.64°in,0.0°in,Fair
2022-01-03,3:53 AM,14°F,6°F,71°%,WNW,9°mph,0°mph,29.66°in,0.0°in,Fair
2022-01-03,4:53 AM,13°F,6°F,74°%,WNW,3°mph,0°mph,29.67°in,0.0°in,Fair
2022-01-03,5:53 AM,13°F,5°F,71°%,WSW,3°mph,0°mph,29.66°in,0.0°in,Fair
2022-01-03,6:53 AM,12°F,5°F,73°%,WSW,5°mph,0°mph,29.66°in,0.0°in,Fair
2022-01-03,7:53 AM,11°F,4°F,73°%,WSW,7°mph,0°mph,29.68°in,0.0°in,Fair
2022-01-03,8:53 AM,11°F,4°F,73°%,SW,7°mph,0°mph,29.68°in,0.0°in,Fair
2022-01-03,9:53 AM,12°F,4°F,70°%,WSW,8°mph,0°mph,29.69°in,0.0°in,Fair
2022-01-03,10:53 AM,14°F,4°F,64°%,SW,8°mph,0°mph,29.71°in,0.0°in,Fair
2022-01-03,11:53 AM,18°F,4°F,54°%,SW,8°mph,0°mph,29.69°in,0.0°in,Fair
2022-01-03,12:53 PM,20°F,1°F,44°%,SW,10°mph,0°mph,29.68°in,0.0°in,Fair
2022-01-03,1:53 PM,22°F,1°F,40°%,SW,13°mph,0°mph,29.65°in,0.0°in,Fair
2022-01-03,2:53 PM,23°F,7°F,50°%,S,10°mph,0°mph,29.64°in,0.0°in,Fair
2022-01-03,3:53 PM,23°F,4°F,44°%,SW,13°mph,0°mph,29.65°in,0.0°in,Fair
2022-01-03,4:53 PM,22°F,6°F,51°%,SSW,13°mph,25°mph,29.65°in,0.0°in,Fair
2022-01-03,5:53 PM,20°F,6°F,55°%,SSW,9°mph,0°mph,29.65°in,0.0°in,Fair
2022-01-03,6:53 PM,20°F,7°F,57°%,SSW,7°mph,0°mph,29.64°in,0.0°in,Fair
2022-01-03,7:53 PM,21°F,9°F,60°%,S,8°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-03,8:53 PM,21°F,11°F,65°%,SW,8°mph,20°mph,29.62°in,0.0°in,Fair
2022-01-03,9:53 PM,23°F,12°F,63°%,SSW,14°mph,0°mph,29.61°in,0.0°in,Fair
2022-01-03,10:53 PM,23°F,13°F,65°%,SSW,13°mph,0°mph,29.59°in,0.0°in,Fair
2022-01-03,11:53 PM,24°F,13°F,62°%,SW,10°mph,0°mph,29.60°in,0.0°in,Fair
2022-01-03,12:53 AM,24°F,14°F,65°%,SSW,12°mph,23°mph,29.58°in,0.0°in,Partly Cloudy
2022-01-04,1:53 AM,24°F,15°F,69°%,SSW,8°mph,0°mph,29.56°in,0.0°in,Partly Cloudy
2022-01-04,2:53 AM,24°F,15°F,69°%,SSW,9°mph,0°mph,29.55°in,0.0°in,Partly Cloudy
2022-01-04,3:53 AM,24°F,15°F,69°%,S,10°mph,0°mph,29.54°in,0.0°in,Partly Cloudy
2022-01-04,4:53 AM,24°F,16°F,71°%,SSW,7°mph,0°mph,29.52°in,0.0°in,Partly Cloudy
2022-01-04,5:53 AM,25°F,16°F,69°%,S,9°mph,0°mph,29.50°in,0.0°in,Partly Cloudy
2022-01-04,6:53 AM,25°F,17°F,72°%,SSW,10°mph,20°mph,29.49°in,0.0°in,Fair
2022-01-04,7:53 AM,25°F,17°F,72°%,S,9°mph,0°mph,29.46°in,0.0°in,Fair
2022-01-04,8:53 AM,25°F,17°F,72°%,S,10°mph,21°mph,29.43°in,0.0°in,Mostly Cloudy
2022-01-04,9:53 AM,28°F,18°F,66°%,S,15°mph,25°mph,29.41°in,0.0°in,Mostly Cloudy
2022-01-04,10:53 AM,30°F,19°F,64°%,S,15°mph,32°mph,29.39°in,0.0°in,Mostly Cloudy
2022-01-04,11:53 AM,32°F,21°F,64°%,S,16°mph,23°mph,29.35°in,0.0°in,Mostly Cloudy
2022-01-04,12:53 PM,33°F,21°F,61°%,S,16°mph,29°mph,29.30°in,0.0°in,Mostly Cloudy
2022-01-04,1:53 PM,34°F,22°F,61°%,S,17°mph,28°mph,29.23°in,0.0°in,Cloudy
2022-01-04,2:53 PM,35°F,23°F,61°%,S,14°mph,23°mph,29.19°in,0.0°in,Cloudy
2022-01-04,3:53 PM,35°F,23°F,61°%,S,16°mph,30°mph,29.17°in,0.0°in,Cloudy
2022-01-04,4:53 PM,34°F,22°F,61°%,S,13°mph,24°mph,29.13°in,0.0°in,Cloudy
2022-01-04,5:53 PM,34°F,22°F,61°%,SSE,12°mph,21°mph,29.07°in,0.0°in,Cloudy
2022-01-04,6:53 PM,35°F,22°F,59°%,S,15°mph,26°mph,29.03°in,0.0°in,Cloudy
2022-01-04,7:53 PM,35°F,22°F,59°%,S,15°mph,28°mph,29.00°in,0.0°in,Cloudy
2022-01-04,8:53 PM,35°F,23°F,61°%,SSW,15°mph,24°mph,28.99°in,0.0°in,Cloudy
2022-01-04,9:53 PM,35°F,24°F,64°%,SSW,16°mph,28°mph,28.95°in,0.0°in,Partly Cloudy
2022-01-04,10:53 PM,35°F,23°F,61°%,SSW,16°mph,28°mph,28.92°in,0.0°in,Mostly Cloudy
2022-01-04,11:53 PM,36°F,23°F,59°%,SSW,20°mph,32°mph,28.90°in,0.0°in,Mostly Cloudy
2022-01-04,12:53 AM,35°F,23°F,61°%,SW,17°mph,33°mph,28.87°in,0.0°in,Mostly Cloudy
2022-01-05,1:53 AM,35°F,24°F,64°%,SW,18°mph,33°mph,28.86°in,0.0°in,Fair
2022-01-05,2:53 AM,34°F,24°F,67°%,SSW,16°mph,25°mph,28.85°in,0.0°in,Mostly Cloudy
2022-01-05,3:53 AM,34°F,25°F,70°%,WSW,18°mph,32°mph,28.85°in,0.0°in,Mostly Cloudy
2022-01-05,4:28 AM,34°F,24°F,67°%,WSW,25°mph,35°mph,28.85°in,0.0°in,Cloudy / Windy
2022-01-05,4:53 AM,33°F,25°F,72°%,WSW,17°mph,37°mph,28.86°in,0.0°in,Cloudy
2022-01-05,5:09 AM,33°F,25°F,72°%,W,23°mph,38°mph,28.86°in,0.0°in,Cloudy / Windy
2022-01-05,5:53 AM,29°F,21°F,72°%,WSW,21°mph,41°mph,28.88°in,0.0°in,Light Snow / Windy
2022-01-05,6:14 AM,27°F,19°F,72°%,WSW,26°mph,44°mph,28.89°in,0.0°in,Blowing Snow / Windy
2022-01-05,6:53 AM,25°F,16°F,69°%,W,24°mph,43°mph,28.91°in,0.0°in,Cloudy / Windy
2022-01-05,7:03 AM,24°F,17°F,75°%,WSW,20°mph,30°mph,28.91°in,0.0°in,Light Snow
2022-01-05,7:53 AM,21°F,13°F,71°%,W,23°mph,44°mph,28.95°in,0.0°in,Light Snow / Windy
2022-01-05,8:32 AM,20°F,12°F,71°%,W,23°mph,33°mph,28.98°in,0.0°in,Light Snow / Windy
2022-01-05,8:39 AM,20°F,11°F,68°%,W,28°mph,43°mph,28.98°in,0.0°in,Light Snow / Windy
2022-01-05,8:53 AM,20°F,10°F,65°%,W,22°mph,38°mph,28.99°in,0.0°in,Light Snow / Windy
2022-01-05,9:53 AM,19°F,10°F,68°%,W,25°mph,43°mph,29.02°in,0.0°in,Light Snow / Windy
2022-01-05,10:42 AM,17°F,9°F,71°%,W,26°mph,36°mph,29.03°in,0.0°in,Light Snow / Windy
2022-01-05,10:53 AM,16°F,7°F,68°%,W,24°mph,44°mph,29.04°in,0.0°in,Light Snow / Windy
2022-01-05,11:53 AM,15°F,6°F,68°%,W,25°mph,38°mph,29.06°in,0.0°in,Light Snow / Windy
2022-01-05,12:53 PM,15°F,3°F,59°%,W,23°mph,43°mph,29.08°in,0.0°in,Light Snow / Windy
2022-01-05,1:05 PM,15°F,3°F,59°%,W,25°mph,41°mph,29.08°in,0.0°in,Haze / Windy
2022-01-05,1:53 PM,14°F,3°F,62°%,W,26°mph,45°mph,29.09°in,0.0°in,Haze / Windy
2022-01-05,1:59 PM,14°F,4°F,64°%,W,24°mph,43°mph,29.09°in,0.0°in,Light Snow / Windy
2022-01-05,2:53 PM,14°F,3°F,62°%,W,30°mph,47°mph,29.10°in,0.0°in,Light Snow / Windy
2022-01-05,3:53 PM,14°F,3°F,62°%,W,28°mph,43°mph,29.13°in,0.0°in,Light Snow / Windy
2022-01-05,4:44 PM,14°F,5°F,67°%,W,17°mph,35°mph,29.16°in,0.0°in,Light Snow
2022-01-05,4:53 PM,14°F,5°F,67°%,W,22°mph,40°mph,29.17°in,0.0°in,Light Snow / Windy
2022-01-05,5:21 PM,14°F,5°F,67°%,W,23°mph,36°mph,29.19°in,0.0°in,Light Snow / Windy
2022-01-05,5:53 PM,14°F,5°F,67°%,W,22°mph,37°mph,29.20°in,0.0°in,Light Snow / Windy
2022-01-05,6:13 PM,14°F,3°F,62°%,W,25°mph,37°mph,29.21°in,0.0°in,Light Snow / Windy
2022-01-05,6:37 PM,14°F,4°F,64°%,W,22°mph,38°mph,29.21°in,0.0°in,Blowing Snow / Windy
2022-01-05,6:53 PM,14°F,3°F,62°%,W,23°mph,38°mph,29.22°in,0.0°in,Cloudy / Windy
2022-01-05,7:53 PM,14°F,3°F,62°%,W,21°mph,35°mph,29.23°in,0.0°in,Cloudy / Windy
2022-01-05,8:53 PM,14°F,4°F,64°%,W,17°mph,25°mph,29.26°in,0.0°in,Mostly Cloudy
2022-01-05,9:53 PM,14°F,4°F,64°%,W,18°mph,31°mph,29.29°in,0.0°in,Cloudy
2022-01-05,10:32 PM,14°F,4°F,64°%,W,21°mph,30°mph,29.31°in,0.0°in,Cloudy / Windy
2022-01-05,10:42 PM,14°F,4°F,64°%,WSW,20°mph,30°mph,29.30°in,0.0°in,Light Snow
2022-01-05,10:53 PM,14°F,4°F,64°%,W,20°mph,29°mph,29.30°in,0.0°in,Light Snow
2022-01-05,11:13 PM,14°F,5°F,67°%,W,15°mph,24°mph,29.30°in,0.0°in,Light Snow
2022-01-05,11:28 PM,14°F,5°F,67°%,W,20°mph,26°mph,29.30°in,0.0°in,Light Snow
2022-01-05,11:53 PM,14°F,5°F,67°%,W,18°mph,26°mph,29.32°in,0.0°in,Light Snow
2022-01-05,12:17 AM,13°F,4°F,67°%,W,13°mph,22°mph,29.32°in,0.0°in,Light Snow
2022-01-05,12:53 AM,13°F,4°F,67°%,W,15°mph,24°mph,29.33°in,0.0°in,Light Snow
2022-01-06,1:39 AM,13°F,5°F,71°%,W,17°mph,28°mph,29.35°in,0.0°in,Light Snow
2022-01-06,1:53 AM,12°F,4°F,70°%,W,15°mph,0°mph,29.35°in,0.0°in,Light Snow
2022-01-06,2:31 AM,12°F,3°F,67°%,W,12°mph,22°mph,29.33°in,0.0°in,Fair
2022-01-06,2:53 AM,12°F,3°F,67°%,W,12°mph,0°mph,29.35°in,0.0°in,Fair
2022-01-06,3:53 AM,11°F,2°F,67°%,W,13°mph,0°mph,29.37°in,0.0°in,Fair
2022-01-06,4:53 AM,10°F,2°F,70°%,W,15°mph,0°mph,29.38°in,0.0°in,Fair
2022-01-06,5:53 AM,9°F,1°F,70°%,W,14°mph,0°mph,29.38°in,0.0°in,Fair
2022-01-06,6:53 AM,9°F,1°F,70°%,W,12°mph,0°mph,29.39°in,0.0°in,Fair
2022-01-06,7:53 AM,8°F,1°F,73°%,W,14°mph,0°mph,29.40°in,0.0°in,Fair
2022-01-06,8:53 AM,8°F,1°F,73°%,W,9°mph,0°mph,29.41°in,0.0°in,Fair
2022-01-06,9:53 AM,9°F,1°F,70°%,W,10°mph,0°mph,29.42°in,0.0°in,Fair
2022-01-06,10:53 AM,12°F,2°F,64°%,W,13°mph,0°mph,29.43°in,0.0°in,Fair
2022-01-06,11:53 AM,13°F,3°F,65°%,W,13°mph,0°mph,29.41°in,0.0°in,Fair
2022-01-06,12:53 PM,14°F,3°F,62°%,W,13°mph,22°mph,29.38°in,0.0°in,Fair
2022-01-06,1:53 PM,16°F,4°F,59°%,W,14°mph,0°mph,29.38°in,0.0°in,Fair
2022-01-06,2:53 PM,16°F,4°F,59°%,W,15°mph,0°mph,29.38°in,0.0°in,Mostly Cloudy
2022-01-06,3:53 PM,16°F,5°F,62°%,W,14°mph,0°mph,29.38°in,0.0°in,Mostly Cloudy
2022-01-06,4:30 PM,16°F,4°F,59°%,W,13°mph,0°mph,29.39°in,0.0°in,Light Snow
2022-01-06,4:47 PM,16°F,3°F,58°%,W,12°mph,24°mph,29.39°in,0.0°in,Light Snow
2022-01-06,4:53 PM,15°F,5°F,64°%,W,13°mph,0°mph,29.39°in,0.0°in,Light Snow
2022-01-06,5:53 PM,15°F,5°F,64°%,W,16°mph,0°mph,29.41°in,0.0°in,Light Snow
2022-01-06,6:53 PM,14°F,3°F,62°%,W,14°mph,24°mph,29.42°in,0.0°in,Light Snow
2022-01-06,7:53 PM,12°F,2°F,64°%,WNW,16°mph,0°mph,29.44°in,0.0°in,Light Snow
2022-01-06,8:42 PM,11°F,1°F,64°%,W,20°mph,25°mph,29.45°in,0.0°in,Light Snow
2022-01-06,8:53 PM,11°F,1°F,64°%,W,17°mph,22°mph,29.45°in,0.0°in,Light Snow
2022-01-06,9:53 PM,8°F,-1°F,67°%,W,12°mph,0°mph,29.45°in,0.0°in,Light Snow
2022-01-06,10:02 PM,8°F,-1°F,67°%,W,10°mph,0°mph,29.46°in,0.0°in,Fair
2022-01-06,10:14 PM,8°F,-1°F,67°%,W,12°mph,0°mph,29.46°in,0.0°in,Light Snow
2022-01-06,10:45 PM,7°F,-2°F,67°%,W,14°mph,0°mph,29.47°in,0.0°in,Fair
2022-01-06,10:53 PM,7°F,-2°F,67°%,W,14°mph,22°mph,29.47°in,0.0°in,Fair
2022-01-06,11:53 PM,6°F,-3°F,67°%,W,14°mph,0°mph,29.48°in,0.0°in,Fair
2022-01-06,12:53 AM,6°F,-4°F,63°%,W,10°mph,0°mph,29.49°in,0.0°in,Fair
2022-01-07,1:53 AM,4°F,-5°F,66°%,WNW,13°mph,0°mph,29.50°in,0.0°in,Fair
2022-01-07,2:53 AM,4°F,-5°F,66°%,W,10°mph,0°mph,29.53°in,0.0°in,Fair
2022-01-07,3:53 AM,3°F,-6°F,66°%,W,10°mph,0°mph,29.54°in,0.0°in,Fair
2022-01-07,4:53 AM,2°F,-6°F,69°%,W,10°mph,0°mph,29.55°in,0.0°in,Fair
2022-01-07,5:53 AM,2°F,-7°F,66°%,W,12°mph,0°mph,29.57°in,0.0°in,Fair
2022-01-07,6:53 AM,2°F,-7°F,66°%,W,10°mph,0°mph,29.59°in,0.0°in,Fair
2022-01-07,7:53 AM,1°F,-7°F,69°%,W,10°mph,0°mph,29.60°in,0.0°in,Mostly Cloudy
2022-01-07,8:53 AM,1°F,-7°F,69°%,W,8°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-07,9:53 AM,3°F,-7°F,63°%,W,8°mph,0°mph,29.64°in,0.0°in,Fair
2022-01-07,10:53 AM,6°F,-5°F,60°%,WSW,5°mph,0°mph,29.65°in,0.0°in,Fair
2022-01-07,11:53 AM,9°F,-3°F,59°%,SW,7°mph,0°mph,29.66°in,0.0°in,Fair
2022-01-07,12:53 PM,13°F,0°F,56°%,WSW,8°mph,0°mph,29.64°in,0.0°in,Fair
2022-01-07,1:53 PM,14°F,0°F,54°%,SW,10°mph,0°mph,29.65°in,0.0°in,Fair
2022-01-07,2:53 PM,14°F,0°F,54°%,WSW,13°mph,0°mph,29.66°in,0.0°in,Fair
2022-01-07,3:53 PM,14°F,1°F,56°%,W,13°mph,0°mph,29.68°in,0.0°in,Partly Cloudy
2022-01-07,4:53 PM,13°F,1°F,59°%,W,8°mph,0°mph,29.70°in,0.0°in,Mostly Cloudy
2022-01-07,5:53 PM,12°F,2°F,64°%,VAR,6°mph,0°mph,29.69°in,0.0°in,Mostly Cloudy
2022-01-07,6:53 PM,12°F,2°F,64°%,SSW,5°mph,0°mph,29.70°in,0.0°in,Partly Cloudy
2022-01-07,7:53 PM,12°F,2°F,64°%,S,5°mph,0°mph,29.70°in,0.0°in,Partly Cloudy
2022-01-07,8:53 PM,12°F,2°F,64°%,SSE,7°mph,0°mph,29.68°in,0.0°in,Mostly Cloudy
2022-01-07,9:53 PM,12°F,3°F,67°%,SE,8°mph,0°mph,29.66°in,0.0°in,Cloudy
2022-01-07,10:53 PM,13°F,4°F,67°%,S,7°mph,0°mph,29.67°in,0.0°in,Cloudy
2022-01-07,11:53 PM,14°F,4°F,64°%,S,7°mph,0°mph,29.66°in,0.0°in,Cloudy
2022-01-07,12:53 AM,15°F,5°F,64°%,S,8°mph,0°mph,29.67°in,0.0°in,Cloudy
2022-01-08,1:53 AM,16°F,6°F,65°%,SSE,6°mph,0°mph,29.65°in,0.0°in,Mostly Cloudy
2022-01-08,2:53 AM,16°F,7°F,68°%,S,12°mph,0°mph,29.64°in,0.0°in,Partly Cloudy
2022-01-08,3:53 AM,16°F,7°F,68°%,S,12°mph,0°mph,29.63°in,0.0°in,Partly Cloudy
2022-01-08,4:53 AM,18°F,7°F,62°%,S,15°mph,22°mph,29.60°in,0.0°in,Fair
2022-01-08,5:53 AM,18°F,7°F,62°%,S,13°mph,22°mph,29.58°in,0.0°in,Fair
2022-01-08,6:53 AM,18°F,7°F,62°%,S,13°mph,0°mph,29.59°in,0.0°in,Fair
2022-01-08,7:53 AM,18°F,7°F,62°%,SSE,13°mph,21°mph,29.55°in,0.0°in,Fair
2022-01-08,8:53 AM,19°F,7°F,59°%,S,15°mph,23°mph,29.54°in,0.0°in,Fair
2022-01-08,9:53 AM,21°F,7°F,55°%,S,15°mph,0°mph,29.52°in,0.0°in,Fair
2022-01-08,10:53 AM,24°F,7°F,48°%,S,17°mph,26°mph,29.50°in,0.0°in,Mostly Cloudy
2022-01-08,11:53 AM,24°F,9°F,53°%,S,15°mph,25°mph,29.48°in,0.0°in,Cloudy
2022-01-08,12:53 PM,27°F,11°F,51°%,S,17°mph,24°mph,29.41°in,0.0°in,Cloudy
2022-01-08,1:53 PM,28°F,13°F,53°%,S,14°mph,21°mph,29.38°in,0.0°in,Cloudy
2022-01-08,2:53 PM,29°F,16°F,58°%,S,16°mph,28°mph,29.35°in,0.0°in,Cloudy
2022-01-08,3:45 PM,28°F,22°F,78°%,S,14°mph,23°mph,29.35°in,0.0°in,Wintry Mix
2022-01-08,3:53 PM,28°F,23°F,81°%,S,12°mph,23°mph,29.35°in,0.0°in,Wintry Mix
2022-01-08,4:15 PM,29°F,24°F,82°%,S,10°mph,0°mph,29.35°in,0.0°in,Wintry Mix
2022-01-08,4:37 PM,29°F,25°F,85°%,S,8°mph,0°mph,29.34°in,0.0°in,Wintry Mix
2022-01-08,4:53 PM,29°F,25°F,85°%,S,9°mph,20°mph,29.34°in,0.0°in,Wintry Mix
2022-01-08,5:53 PM,30°F,26°F,85°%,SSW,8°mph,0°mph,29.33°in,0.0°in,Wintry Mix
2022-01-08,6:53 PM,32°F,27°F,82°%,S,12°mph,0°mph,29.32°in,0.0°in,Wintry Mix
2022-01-08,7:53 PM,33°F,28°F,82°%,SSW,12°mph,21°mph,29.31°in,0.0°in,Wintry Mix
2022-01-08,8:53 PM,34°F,30°F,85°%,S,12°mph,0°mph,29.31°in,0.0°in,Light Drizzle
2022-01-08,9:53 PM,35°F,31°F,85°%,SSW,13°mph,0°mph,29.30°in,0.0°in,Light Drizzle
2022-01-08,10:53 PM,35°F,32°F,89°%,SSW,8°mph,0°mph,29.29°in,0.0°in,Light Drizzle
2022-01-08,11:53 PM,36°F,32°F,86°%,SW,6°mph,0°mph,29.28°in,0.0°in,Light Drizzle
2022-01-08,12:53 AM,36°F,33°F,89°%,SW,6°mph,0°mph,29.29°in,0.0°in,Light Drizzle
2022-01-09,1:53 AM,36°F,33°F,89°%,WSW,7°mph,0°mph,29.30°in,0.0°in,Cloudy
2022-01-09,2:53 AM,36°F,32°F,86°%,W,8°mph,0°mph,29.31°in,0.0°in,Cloudy
2022-01-09,3:53 AM,36°F,31°F,82°%,WNW,10°mph,0°mph,29.33°in,0.0°in,Cloudy
2022-01-09,4:24 AM,35°F,30°F,82°%,WNW,10°mph,0°mph,29.35°in,0.0°in,Cloudy
2022-01-09,4:53 AM,35°F,29°F,78°%,WNW,12°mph,0°mph,29.36°in,0.0°in,Cloudy
2022-01-09,5:53 AM,34°F,28°F,79°%,NW,15°mph,0°mph,29.39°in,0.0°in,Cloudy
2022-01-09,6:23 AM,34°F,27°F,75°%,WNW,9°mph,0°mph,29.40°in,0.0°in,Cloudy
2022-01-09,6:53 AM,34°F,26°F,73°%,WNW,12°mph,0°mph,29.43°in,0.0°in,Mostly Cloudy
2022-01-09,7:53 AM,33°F,25°F,72°%,WNW,12°mph,23°mph,29.48°in,0.0°in,Mostly Cloudy
2022-01-09,8:53 AM,32°F,24°F,73°%,W,9°mph,0°mph,29.50°in,0.0°in,Fair
2022-01-09,9:53 AM,29°F,18°F,64°%,WNW,16°mph,26°mph,29.57°in,0.0°in,Partly Cloudy
2022-01-09,10:53 AM,28°F,11°F,49°%,WNW,18°mph,26°mph,29.64°in,0.0°in,Partly Cloudy
2022-01-09,11:53 AM,27°F,9°F,47°%,WNW,20°mph,26°mph,29.67°in,0.0°in,Partly Cloudy
2022-01-09,12:53 PM,25°F,8°F,49°%,NNW,15°mph,0°mph,29.68°in,0.0°in,Partly Cloudy
